"","yes","not","age","year","yards","tds","att","comp","playoff_games","playoff_wins","pb_games"
"429","BulgMa00",8,33,2009,22814,122,3171,1969,3,1,2
"430","BurkAd00",1,24,1950,798,6,119,43,0,0,0
"431","BurkAd00",2,25,1951,2127,20,337,135,0,0,0
"432","BurkAd00",3,26,1952,2688,24,419,172,0,0,0
"433","BurkAd00",4,27,1953,3476,28,538,228,0,0,0
"434","BurkAd00",5,28,1954,5216,51,769,351,0,0,1
"435","BurkAd00",6,29,1955,6575,60,997,461,0,0,2
"436","BurkAd00",7,30,1956,7001,61,1079,500,0,0,2
"437","BurrJo01",1,25,2020,2688,13,404,264,0,0,0
"438","BurrJo01",2,26,2021,7299,47,924,630,3,3,0
"439","CampJa00",1,26,2006,1297,10,207,110,0,0,0
"440","CampJa00",2,27,2007,3997,22,624,360,0,0,0
"441","CampJa00",3,28,2008,7242,35,1130,675,0,0,0
"442","CampJa00",4,29,2009,10860,55,1637,1002,0,0,0
"443","CampJa00",5,30,2010,13247,68,1966,1196,0,0,0
"444","CampJa00",6,31,2011,14417,74,2131,1296,0,0,0
"445","CampJa00",7,32,2012,14682,76,2182,1328,0,0,0
"446","CampJa00",8,33,2013,16697,87,2499,1508,0,0,0
"447","CampJa00",9,34,2014,16771,87,2518,1519,0,0,0
"448","CarlCo00",1,26,1988,775,4,112,52,0,0,0
"449","CarlCo00",2,27,1989,930,4,143,67,0,0,0
"450","CarlCo00",3,28,1990,1313,8,198,104,1,0,0
"451","CarlCo00",4,29,1991,1427,9,210,111,1,0,0
"452","CarlCo00",5,30,1992,3137,18,437,260,1,0,0
"453","CarlCo00",6,31,1993,3742,20,527,311,1,0,0
"454","CarlCo00",7,32,1994,4469,21,659,370,1,0,0
"455","CarrDa00",1,24,2002,2592,9,444,233,0,0,0
"456","CarrDa00",2,25,2003,4605,18,739,400,0,0,0
"457","CarrDa00",3,26,2004,8136,34,1205,685,0,0,0
"458","CarrDa00",4,27,2005,10624,48,1628,941,0,0,0
"459","CarrDa00",5,28,2006,13391,59,2070,1243,0,0,0
"460","CarrDa00",6,29,2007,14026,62,2206,1316,0,0,0
"461","CarrDa00",7,30,2008,14141,64,2218,1325,0,0,0
"462","CarrDa00",8,31,2009,14366,65,2251,1346,0,0,0
"463","CarrDa00",9,32,2010,14433,65,2264,1351,0,0,0
"464","CarrDa00",10,33,2011,14433,65,2264,1351,0,0,0
"465","CarrDa00",11,34,2012,14452,65,2267,1353,0,0,0
"466","CarrDe02",1,24,2014,3270,21,599,348,0,0,0
"467","CarrDe02",2,25,2015,7257,53,1172,698,0,0,1
"468","CarrDe02",3,26,2016,11194,81,1732,1055,0,0,2
"469","CarrDe02",4,27,2017,14690,103,2247,1378,0,0,3
"470","CarrDe02",5,28,2018,18739,122,2800,1759,0,0,3
"471","CarrDe02",6,29,2019,22793,143,3313,2120,0,0,3
"472","CarrDe02",7,30,2020,26896,170,3830,2468,0,0,3
"473","CarrDe02",8,31,2021,31700,193,4456,2896,1,0,3
"474","CartQu00",1,25,2001,1072,5,176,90,0,0,0
"475","CartQu00",2,26,2002,2537,12,397,215,0,0,0
"476","CartQu00",3,27,2003,5839,29,902,507,1,0,0
"477","CartQu00",4,28,2004,6337,32,960,542,1,0,0
"478","CartVi00",1,24,1968,769,4,122,55,0,0,0
"479","CartVi00",2,25,1969,1112,6,193,91,0,0,0
"480","CartVi00",3,26,1970,2759,15,471,234,1,0,0
"481","CartVi00",4,27,1971,4383,25,693,372,1,0,0
"482","CartVi00",5,28,1972,4962,28,775,419,1,0,0
"483","CartVi00",6,29,1973,4962,28,775,419,1,0,0
"484","CartVi00",7,30,1974,4962,28,775,419,1,0,0
"485","CartVi00",8,31,1975,4986,28,780,422,1,0,0
"486","CartVi00",9,32,1976,5063,29,785,425,1,0,0
"487","CassMa00",1,24,2005,183,2,24,13,0,0,0
"488","CassMa00",2,25,2006,215,2,32,18,0,0,0
"489","CassMa00",3,26,2007,253,2,39,22,0,0,0
"490","CassMa00",4,27,2008,3946,23,555,349,0,0,0
"491","CassMa00",5,28,2009,6870,39,1048,620,0,0,0
"492","CassMa00",6,29,2010,9986,66,1498,882,1,0,1
"493","CassMa00",7,30,2011,11699,76,1767,1042,1,0,1
"494","CassMa00",8,31,2012,13495,82,2044,1203,1,0,1
"495","CassMa00",9,32,2013,15302,93,2298,1356,1,0,1
"496","CassMa00",10,33,2014,15727,96,2369,1397,1,0,1
"497","CassMa00",11,34,2015,17003,101,2573,1516,1,0,1
"498","CassMa00",12,35,2016,17287,103,2624,1546,1,0,1
"499","CassMa00",13,36,2017,17449,104,2666,1571,1,0,1
"500","CassMa00",14,37,2018,17508,104,2683,1578,1,0,1
"501","CavaMa00",1,24,1979,10,0,1,1,0,0,0
"502","CavaMa00",2,25,1980,895,9,106,64,0,0,0
"503","CavaMa00",3,26,1981,2528,14,325,179,0,0,0
"504","CavaMa00",4,27,1982,3018,19,385,206,0,0,0
"505","CavaMa00",5,28,1983,3018,19,385,206,0,0,0
"506","CavaMa00",6,29,1984,3467,23,446,239,0,0,0
"507","CavaMa00",7,30,1985,3801,24,500,267,0,0,0
"508","CavaMa00",8,31,1986,4198,26,558,295,0,0,0
"509","CavaMa00",9,32,1987,4198,26,558,295,0,0,0
"510","CavaMa00",10,33,1988,4299,27,574,302,0,0,0
"511","CavaMa00",11,34,1989,4332,28,579,305,0,0,0
"512","ChanCh00",1,24,1988,1619,8,233,129,0,0,0
"513","ChanCh00",2,25,1989,2156,10,313,168,0,0,0
"514","ChanCh00",3,26,1990,2620,11,396,210,0,0,0
"515","ChanCh00",4,27,1991,3466,16,550,288,0,0,0
"516","ChanCh00",5,28,1992,6298,31,963,533,0,0,0
"517","ChanCh00",6,29,1993,6769,34,1066,585,0,0,0
"518","ChanCh00",7,30,1994,8121,41,1242,693,0,0,0
"519","ChanCh00",8,31,1995,10581,58,1598,918,0,0,0
"520","ChanCh00",9,32,1996,12680,74,1918,1102,0,0,0
"521","ChanCh00",10,33,1997,15372,94,2260,1304,0,0,1
"522","ChanCh00",11,34,1998,18526,119,2587,1494,3,2,2
"523","ChanCh00",12,35,1999,20865,135,2894,1668,3,2,2
"524","ChanCh00",13,36,2000,23101,145,3225,1860,3,2,2
"525","ChanCh00",14,37,2001,25948,161,3590,2083,3,2,2
"526","ChanCh00",15,38,2002,26971,165,3751,2186,3,2,2
"527","ChanCh00",16,39,2003,28021,168,3943,2293,3,2,2
"528","ChanCh00",17,40,2004,28484,170,4005,2328,3,2,2
"529","ClemKe00",1,24,2006,0,0,1,0,0,0,0
"530","ClemKe00",2,25,2007,1529,5,251,130,0,0,0
"531","ClemKe00",3,26,2008,1555,5,256,133,0,0,0
"532","ClemKe00",4,27,2009,1680,5,282,146,0,0,0
"533","ClemKe00",5,28,2010,1686,5,284,147,0,0,0
"534","ClemKe00",6,29,2011,2232,7,375,195,0,0,0
"535","ClemKe00",7,30,2012,2271,7,378,196,0,0,0
"536","ClemKe00",8,31,2013,3944,15,620,338,0,0,0
"537","ClemKe00",9,32,2014,3954,15,623,339,0,0,0
"538","ClemKe00",10,33,2015,4017,16,629,344,0,0,0
"539","ClemKe00",11,34,2016,4017,16,630,344,0,0,0
"540","ClemKe00",12,35,2017,4053,16,638,350,0,0,0
"541","CollKe00",1,24,1995,2717,14,433,214,0,0,0
"542","CollKe00",2,25,1996,5171,28,797,418,2,1,1
"543","CollKe00",3,26,1997,7295,39,1178,618,2,1,1
"544","CollKe00",4,27,1998,9508,51,1531,788,2,1,1
"545","CollKe00",5,28,1999,11826,59,1862,978,2,1,1
"546","CollKe00",6,29,2000,15436,81,2391,1289,5,3,1
"547","CollKe00",7,30,2001,19200,100,2959,1616,5,3,1
"548","CollKe00",8,31,2002,23273,119,3504,1951,6,3,1
"549","CollKe00",9,32,2003,26383,132,4004,2235,6,3,1
"550","CollKe00",10,33,2004,29878,153,4517,2524,6,3,1
"551","CollKe00",11,34,2005,33637,173,5082,2826,6,3,1
"552","CollKe00",12,35,2006,34186,174,5172,2868,6,3,1
"553","CollKe00",13,36,2007,34717,174,5254,2918,6,3,1
"554","CollKe00",14,37,2008,37393,186,5669,3160,7,3,2
"555","CollKe00",15,38,2009,38618,192,5885,3279,7,3,2
"556","CollKe00",16,39,2010,40441,206,6163,3439,7,3,2
"557","CollKe00",17,40,2011,40922,208,6261,3487,7,3,2
"558","CollTo00",1,25,1995,112,0,29,14,0,0,0
"559","CollTo00",2,26,1996,851,4,128,69,0,0,0
"560","CollTo00",3,27,1997,3218,16,519,284,0,0,0
"561","CollTo00",4,28,1998,3218,16,519,284,0,0,0
"562","CollTo00",5,29,1999,3218,16,519,284,0,0,0
"563","CollTo00",6,30,2000,3218,16,519,284,0,0,0
"564","CollTo00",7,31,2001,3258,16,523,287,0,0,0
"565","CollTo00",8,32,2002,3331,17,529,292,0,0,0
"566","CollTo00",9,33,2003,3405,17,541,301,0,0,0
"567","CollTo00",10,34,2004,3447,17,546,302,0,0,0
"568","CollTo00",11,35,2005,3447,17,546,302,0,0,0
"569","CollTo00",12,36,2006,3447,17,546,302,0,0,0
"570","CollTo00",13,37,2007,4335,22,651,369,1,0,0
"571","CollTo00",14,38,2008,4335,22,651,369,1,0,0
"572","CollTo00",15,39,2009,4479,22,674,381,1,0,0
"573","CollTo00",16,40,2010,4547,22,701,391,1,0,0
"574","ConcJa00",1,22,1964,199,2,23,12,0,0,0
"575","ConcJa00",2,23,1965,375,3,52,24,0,0,0
"576","ConcJa00",3,24,1966,637,4,103,45,0,0,0
"577","ConcJa00",4,25,1967,1897,10,289,137,0,0,0
"578","ConcJa00",5,26,1968,2612,15,432,208,0,0,0
"579","ConcJa00",6,27,1969,3395,19,592,295,0,0,0
"580","ConcJa00",7,28,1970,5525,35,977,489,0,0,0
"581","ConcJa00",8,29,1971,5859,35,1054,531,0,0,0
"582","ConcJa00",9,30,1972,5859,35,1054,531,0,0,0
"583","ConcJa00",10,31,1973,5859,35,1054,531,0,0,0
"584","ConcJa00",11,32,1974,6240,36,1108,559,0,0,0
"585","ConcJa00",12,33,1975,6270,36,1110,560,0,0,0
"586","ConeCh00",1,30,1950,1000,8,132,56,1,0,1
"587","ConeCh00",2,31,1951,2277,18,321,149,1,0,1
"588","ConeCh00",3,32,1952,3367,31,490,231,1,0,1
"589","ConeCh00",4,33,1953,5078,44,793,374,1,0,1
"590","ConeCh00",5,34,1954,6517,61,1003,477,1,0,1
"591","ConeCh00",6,35,1955,7827,74,1205,575,1,0,1
"592","ConeCh00",7,36,1956,8970,84,1379,665,1,0,2
"593","ConeCh00",8,37,1957,10682,95,1611,793,1,0,2
"594","ConeCh00",9,38,1958,11881,105,1795,881,1,0,2
"595","ConeCh00",10,39,1959,13587,119,1989,994,2,0,2
"596","ConeCh00",11,40,1960,14541,127,2123,1060,2,0,2
"597","ConeCh00",12,41,1961,15175,134,2229,1104,2,0,2
"598","CoucTi00",1,23,1999,2447,15,399,223,0,0,0
"599","CoucTi00",2,24,2000,3930,22,614,360,0,0,0
"600","CoucTi00",3,25,2001,6970,39,1068,632,0,0,0
"601","CoucTi00",4,26,2002,9812,57,1511,905,0,0,0
"602","CoucTi00",5,27,2003,11131,64,1714,1025,0,0,0
"603","CousKi00",1,25,2012,466,4,48,33,0,0,0
"604","CousKi00",2,26,2013,1320,8,203,114,0,0,0
"605","CousKi00",3,27,2014,3030,18,407,240,0,0,0
"606","CousKi00",4,28,2015,7196,47,950,619,1,0,0
"607","CousKi00",5,29,2016,12113,72,1556,1025,1,0,1
"608","CousKi00",6,30,2017,16206,99,2096,1372,1,0,1
"609","CousKi00",7,31,2018,20504,129,2702,1797,1,0,1
"610","CousKi00",8,32,2019,24107,155,3146,2104,3,1,2
"611","CousKi00",9,33,2020,28372,190,3662,2453,3,1,2
"612","CousKi00",10,34,2021,32593,223,4223,2825,3,1,3
"613","CulpDa00",1,24,2000,3937,33,474,297,2,1,1
"614","CulpDa00",2,25,2001,6549,47,840,532,2,1,1
"615","CulpDa00",3,26,2002,10402,65,1389,865,2,1,1
"616","CulpDa00",4,27,2003,13881,90,1843,1160,2,1,2
"617","CulpDa00",5,28,2004,18598,129,2391,1539,4,2,3
"618","CulpDa00",6,29,2005,20162,135,2607,1678,4,2,3
"619","CulpDa00",7,30,2006,21091,137,2741,1759,4,2,3
"620","CulpDa00",8,31,2007,22422,142,2927,1867,4,2,3
"621","CulpDa00",9,32,2008,23208,146,3042,1927,4,2,3
"622","CulpDa00",10,33,2009,24153,149,3199,2016,4,2,3
"623","CunnRa00",1,23,1985,548,1,81,34,0,0,0
"624","CunnRa00",2,24,1986,1939,9,290,145,0,0,0
"625","CunnRa00",3,25,1987,4725,32,696,368,0,0,0
"626","CunnRa00",4,26,1988,8533,56,1256,669,1,0,1
"627","CunnRa00",5,27,1989,11933,77,1788,959,2,0,2
"628","CunnRa00",6,28,1990,15399,107,2253,1230,3,0,3
"629","CunnRa00",7,29,1991,15418,107,2257,1231,3,0,3
"630","CunnRa00",8,30,1992,18193,126,2641,1464,5,1,3
"631","CunnRa00",9,31,1993,19043,131,2751,1540,5,1,3
"632","CunnRa00",10,32,1994,22272,147,3241,1805,5,1,3
"633","CunnRa00",11,33,1995,22877,150,3362,1874,5,1,3
"634","CunnRa00",12,34,1996,22877,150,3362,1874,5,1,3
"635","CunnRa00",13,35,1997,23378,156,3450,1918,7,2,3
"636","CunnRa00",14,36,1998,27082,190,3875,2177,9,3,4
"637","CunnRa00",15,37,1999,28557,198,4075,2301,9,3,4
"638","CunnRa00",16,38,2000,29406,204,4200,2375,9,3,4
"639","CunnRa00",17,39,2001,29979,207,4289,2429,9,3,4
"640","CuozGa00",1,23,1963,104,0,17,10,0,0,0
"641","CuozGa00",2,24,1964,267,2,53,25,0,0,0
"642","CuozGa00",3,25,1965,967,9,158,79,0,0,0
"643","CuozGa00",4,26,1966,1391,13,208,105,0,0,0
"644","CuozGa00",5,27,1967,2953,20,468,239,0,0,0
"645","CuozGa00",6,28,1968,3250,21,501,263,0,0,0
"646","CuozGa00",7,29,1969,3943,25,599,312,0,0,0
"647","CuozGa00",8,30,1970,5663,32,856,440,1,0,0
"648","CuozGa00",9,31,1971,6505,38,1024,515,1,0,0
"649","CuozGa00",10,32,1972,7402,43,1182,584,1,0,0
"650","CutlJa00",1,24,2006,1001,9,137,81,0,0,0
"651","CutlJa00",2,25,2007,4498,29,604,378,0,0,0
"652","CutlJa00",3,26,2008,9024,54,1220,762,0,0,1
"653","CutlJa00",4,27,2009,12690,81,1775,1098,0,0,1
"654","CutlJa00",5,28,2010,15964,104,2207,1359,2,1,1
"655","CutlJa00",6,29,2011,18283,117,2521,1541,2,1,1
"656","CutlJa00",7,30,2012,21316,136,2955,1796,2,1,1
"657","CutlJa00",8,31,2013,23937,155,3310,2020,2,1,1
"658","CutlJa00",9,32,2014,27749,183,3871,2390,2,1,1
"659","CutlJa00",10,33,2015,31408,204,4354,2701,2,1,1
"660","CutlJa00",11,34,2016,32467,208,4491,2782,2,1,1
"661","CutlJa00",12,35,2017,35133,227,4920,3048,2,1,1
"662","DaltAn00",1,25,2011,3398,20,516,300,1,0,1
"663","DaltAn00",2,26,2012,7067,47,1044,629,2,0,1
"664","DaltAn00",3,27,2013,11360,80,1630,992,3,0,1
"665","DaltAn00",4,28,2014,14758,99,2111,1301,4,0,2
"666","DaltAn00",5,29,2015,18008,124,2497,1556,4,0,2
"667","DaltAn00",6,30,2016,22214,142,3060,1920,4,0,3
"668","DaltAn00",7,31,2017,25534,167,3556,2217,4,0,3
"669","DaltAn00",8,32,2018,28100,188,3921,2443,4,0,3
"670","DaltAn00",9,33,2019,31594,204,4449,2757,4,0,3
"671","DaltAn00",10,34,2020,33764,218,4782,2973,4,0,3
"672","DaltAn00",11,35,2021,35279,226,5018,3122,4,0,3
"673","DaniGa00",1,27,1977,445,1,100,42,0,0,0
"674","DaniGa00",2,28,1978,2739,19,451,241,0,0,0
"675","DaniGa00",3,29,1979,2739,19,451,241,0,0,0
"676","DaniGa00",4,30,1980,5962,32,868,485,0,0,0
"677","DaniGa00",5,31,1981,6746,35,964,541,0,0,0
"678","DaniGa00",6,32,1982,8089,45,1161,641,0,0,0
"679","DaniGa00",7,33,1983,8809,52,1274,700,1,0,0
"680","DaniGa00",8,34,1984,11885,69,1684,952,1,0,0
"681","DaniGa00",9,35,1985,13159,77,1847,1049,1,0,0
"682","DaniGa00",10,36,1986,13159,77,1847,1049,1,0,0
"683","DaniGa00",11,37,1987,13440,81,1880,1074,1,0,0
"684","DaniGa00",12,38,1988,13764,81,1932,1105,1,0,0
"685","DarnSa00",1,22,2018,2865,17,414,239,0,0,0
"686","DarnSa00",2,23,2019,5889,36,855,512,0,0,0
"687","DarnSa00",3,24,2020,8097,45,1219,729,0,0,0
"688","DarnSa00",4,25,2021,10624,54,1625,972,0,0,0
"689","DawsLe00",1,23,1957,25,0,4,2,0,0,0
"690","DawsLe00",2,24,1958,36,0,10,3,0,0,0
"691","DawsLe00",3,25,1959,96,1,17,6,0,0,0
"692","DawsLe00",4,26,1960,119,1,30,14,0,0,0
"693","DawsLe00",5,27,1961,204,2,45,21,0,0,0
"694","DawsLe00",6,28,1962,204,2,45,21,0,0,0
"695","DawsLe00",7,29,1963,204,2,45,21,0,0,0
"696","DawsLe00",8,30,1964,204,2,45,21,0,0,0
"697","DawsLe00",9,31,1965,204,2,45,21,0,0,0
"698","DawsLe00",10,32,1966,204,2,45,21,0,0,0
"699","DawsLe00",11,33,1967,204,2,45,21,0,0,0
"700","DawsLe00",12,34,1968,204,2,45,21,0,0,0
"701","DawsLe00",13,35,1969,204,2,45,21,0,0,0
"702","DawsLe00",14,36,1970,2080,15,307,162,0,0,0
"703","DawsLe00",15,37,1971,4584,30,608,329,1,0,1
"704","DawsLe00",16,38,1972,6419,43,913,504,1,0,1
"705","DawsLe00",17,39,1973,7144,45,1014,570,1,0,1
"706","DawsLe00",18,40,1974,8717,52,1249,708,1,0,1
"707","DawsLe00",19,41,1975,9812,57,1389,801,1,0,1
"708","DebeSt00",1,25,1978,1570,8,302,137,0,0,0
"709","DebeSt00",2,26,1979,5222,25,880,484,0,0,0
"710","DebeSt00",3,27,1980,7220,37,1201,670,0,0,0
"711","DebeSt00",4,28,1981,8017,43,1309,734,0,0,0
"712","DebeSt00",5,29,1982,9422,50,1532,865,0,0,0
"713","DebeSt00",6,30,1983,11039,59,1747,984,1,0,0
"714","DebeSt00",7,31,1984,14593,78,2256,1292,1,0,0
"715","DebeSt00",8,32,1985,17081,97,2626,1489,1,0,0
"716","DebeSt00",9,33,1986,17691,102,2722,1539,1,0,0
"717","DebeSt00",10,34,1987,19582,116,2997,1698,1,0,0
"718","DebeSt00",11,35,1988,22517,132,3411,1922,1,0,0
"719","DebeSt00",12,36,1989,25046,143,3735,2118,1,0,0
"720","DebeSt00",13,37,1990,28490,166,4179,2376,2,0,0
"721","DebeSt00",14,38,1991,31455,183,4613,2632,4,1,0
"722","DebeSt00",15,39,1992,32165,186,4738,2708,4,1,0
"723","DebeSt00",16,40,1993,33872,193,4965,2844,4,1,0
"724","DebeSt00",17,41,1994,33872,193,4965,2844,4,1,0
"725","DebeSt00",18,42,1995,33872,193,4965,2844,4,1,0
"726","DebeSt00",19,43,1996,33872,193,4965,2844,4,1,0
"727","DebeSt00",20,44,1997,33872,193,4965,2844,4,1,0
"728","DebeSt00",21,45,1998,34241,196,5024,2874,4,1,0
"729","DelhJa00",1,25,1999,521,3,76,42,0,0,0
"730","DelhJa00",2,26,2000,521,3,76,42,0,0,0
"731","DelhJa00",3,27,2001,521,3,76,42,0,0,0
"732","DelhJa00",4,28,2002,634,3,86,50,0,0,0
"733","DelhJa00",5,29,2003,3853,22,535,316,4,3,0
"734","DelhJa00",6,30,2004,7739,51,1068,626,4,3,0
"735","DelhJa00",7,31,2005,11160,75,1503,888,7,5,1
"736","DelhJa00",8,32,2006,13965,92,1934,1151,7,5,1
"737","DelhJa00",9,33,2007,14589,100,2020,1206,7,5,1
"738","DelhJa00",10,34,2008,17877,115,2434,1452,8,5,1
"739","DelhJa00",11,35,2009,19892,123,2755,1630,8,5,1
"740","DelhJa00",12,36,2010,20764,125,2904,1723,8,5,1
"741","DelhJa00",13,37,2011,20975,126,2932,1741,8,5,1
"742","DetmTy00",1,27,1993,26,0,5,3,0,0,0
"743","DetmTy00",2,28,1994,26,0,5,3,0,0,0
"744","DetmTy00",3,29,1995,107,1,21,11,0,0,0
"745","DetmTy00",4,30,1996,3018,16,422,249,1,0,0
"746","DetmTy00",5,31,1997,4585,23,666,383,1,0,0
"747","DetmTy00",6,32,1998,4897,27,704,407,1,0,0
"748","DetmTy00",7,33,1999,5445,31,795,454,1,0,0
"749","DetmTy00",8,34,2000,5445,31,795,454,1,0,0
"750","DetmTy00",9,35,2001,6351,34,946,546,1,0,0
"751","DickLy00",1,23,1971,315,0,57,19,0,0,0
"752","DickLy00",2,24,1972,315,0,57,19,0,0,0
"753","DickLy00",3,25,1973,1203,6,177,90,0,0,0
"754","DickLy00",4,26,1974,1907,8,290,153,0,0,0
"755","DickLy00",5,27,1975,1953,8,294,155,0,0,0
"756","DickLy00",6,28,1976,3418,15,537,270,0,0,0
"757","DickLy00",7,29,1977,4764,20,757,383,0,0,0
"758","DickLy00",8,30,1978,4764,20,757,383,0,0,0
"759","DickLy00",9,31,1979,5551,25,876,443,0,0,0
"760","DickLy00",10,32,1980,9080,40,1354,721,0,0,0
"761","DickLy00",11,33,1981,11673,57,1708,925,0,0,0
"762","DickLy00",12,34,1982,13463,69,1926,1049,2,1,0
"763","DickLy00",13,35,1983,17921,101,2410,1338,2,1,0
"764","DickLy00",14,36,1984,21116,126,2811,1575,2,1,0
"765","DickLy00",15,37,1985,23322,141,3125,1747,2,1,0
"766","DilfTr00",1,23,1994,433,1,82,38,0,0,0
"767","DilfTr00",2,24,1995,3207,5,497,262,0,0,0
"768","DilfTr00",3,25,1996,6066,17,979,529,0,0,0
"769","DilfTr00",4,26,1997,8621,38,1365,746,2,1,1
"770","DilfTr00",5,27,1998,11350,59,1794,971,2,1,1
"771","DilfTr00",6,28,1999,12969,70,2038,1117,2,1,1
"772","DilfTr00",7,29,2000,14471,82,2264,1251,6,5,1
"773","DilfTr00",8,30,2001,15485,89,2386,1324,6,5,1
"774","DilfTr00",9,31,2002,16667,93,2554,1418,6,5,1
"775","DilfTr00",10,32,2003,16698,94,2562,1422,6,5,1
"776","DilfTr00",11,33,2004,17031,95,2620,1447,6,5,1
"777","DilfTr00",12,34,2005,19352,106,2953,1646,6,5,1
"778","DilfTr00",13,35,2006,19352,106,2953,1646,6,5,1
"779","DilfTr00",14,36,2007,20518,113,3172,1759,6,5,1
"780","DilsSt00",1,26,1980,352,3,51,32,0,0,0
"781","DilsSt00",2,27,1981,959,4,153,86,0,0,0
"782","DilsSt00",3,28,1982,1027,4,179,97,0,0,0
"783","DilsSt00",4,29,1983,3867,15,623,336,0,0,0
"784","DilsSt00",5,30,1984,3911,16,630,340,0,0,0
"785","DilsSt00",6,31,1985,3911,16,630,340,0,0,0
"786","DilsSt00",7,32,1986,4604,20,759,399,0,0,0
"787","DilsSt00",8,33,1987,5250,25,873,455,0,0,0
"788","DilsSt00",9,34,1988,5816,27,972,504,0,0,0
"789","DomrMa00",1,24,1970,491,2,55,28,0,0,0
"790","DomrMa00",2,25,1971,588,3,67,35,0,0,0
"791","DomrMa00",3,26,1972,1980,14,289,150,0,0,0
"792","DomrMa00",4,27,1973,3133,23,480,243,0,0,0
"793","DomrMa00",5,28,1974,3936,23,633,320,0,0,0
"794","DomrMa00",6,29,1975,4059,24,643,328,0,0,0
"795","DomrMa00",7,30,1976,4160,24,657,335,0,0,0
"796","DomrMa00",8,31,1977,4273,25,697,352,0,0,0
"797","DougBo00",1,23,1969,773,5,148,68,0,0,0
"798","DougBo00",2,24,1970,991,9,178,80,0,0,0
"799","DougBo00",3,25,1971,2155,14,403,171,0,0,0
"800","DougBo00",4,26,1972,3401,23,601,246,0,0,0
"801","DougBo00",5,27,1973,4458,28,775,327,0,0,0
"802","DougBo00",6,28,1974,4845,30,875,368,0,0,0
"803","DougBo00",7,29,1975,4985,30,922,383,0,0,0
"804","DougBo00",8,30,1976,6273,34,1135,486,0,0,0
"805","DougBo00",9,31,1977,6403,35,1166,502,0,0,0
"806","DougBo00",10,32,1978,6493,36,1178,507,0,0,0
"807","EasoTo00",1,25,1983,557,1,95,46,0,0,0
"808","EasoTo00",2,26,1984,3785,24,526,305,0,0,0
"809","EasoTo00",3,27,1985,5941,35,825,473,4,3,0
"810","EasoTo00",4,28,1986,9269,54,1273,749,5,3,0
"811","EasoTo00",5,29,1987,9722,57,1352,791,5,3,0
"812","EasoTo00",6,30,1988,9971,57,1395,819,5,3,0
"813","EasoTo00",7,31,1989,10987,61,1536,898,5,3,0
"814","EasoTo00",8,32,1990,11142,61,1564,911,5,3,0
"815","EdwaTr01",1,25,2007,1630,7,269,151,0,0,0
"816","EdwaTr01",2,26,2008,4329,18,643,396,0,0,0
"817","EdwaTr01",3,27,2009,5498,24,826,506,0,0,0
"818","EdwaTr01",4,28,2010,6019,26,927,561,0,0,0
"819","EdwaTr01",5,29,2011,6019,26,927,561,0,0,0
"820","EdwaTr01",6,30,2012,6033,26,929,563,0,0,0
"821","ElwaJo00",1,24,1983,1663,7,259,123,0,0,0
"822","ElwaJo00",2,25,1984,4261,25,639,337,1,0,0
"823","ElwaJo00",3,26,1985,8152,47,1244,664,1,0,0
"824","ElwaJo00",4,27,1986,11637,66,1748,944,4,2,1
"825","ElwaJo00",5,28,1987,14835,85,2158,1168,7,4,2
"826","ElwaJo00",6,29,1988,18144,102,2654,1442,7,4,2
"827","ElwaJo00",7,30,1989,21195,120,3070,1665,10,6,3
"828","ElwaJo00",8,31,1990,24721,135,3572,1959,10,6,3
"829","ElwaJo00",9,32,1991,27974,148,4023,2201,12,7,4
"830","ElwaJo00",10,33,1992,30216,158,4339,2375,12,7,4
"831","ElwaJo00",11,34,1993,34246,183,4890,2723,13,7,5
"832","ElwaJo00",12,35,1994,37736,199,5384,3030,13,7,6
"833","ElwaJo00",13,36,1995,41706,225,5926,3346,13,7,6
"834","ElwaJo00",14,37,1996,45034,251,6392,3633,14,7,7
"835","ElwaJo00",15,38,1997,48669,278,6894,3913,18,11,8
"836","ElwaJo00",16,39,1998,51475,300,7250,4123,21,14,9
"837","EricCr00",1,24,1992,121,0,26,15,0,0,0
"838","EricCr00",2,25,1993,3175,18,483,248,0,0,0
"839","EricCr00",3,26,1994,6094,34,882,473,0,0,0
"840","EricCr00",4,27,1995,6680,37,965,523,0,0,0
"841","EricCr00",5,28,1996,7460,41,1064,578,0,0,0
"842","EricCr00",6,29,1997,7625,41,1092,591,0,0,0
"843","EsiaBo00",1,24,1984,530,3,102,51,0,0,0
"844","EsiaBo00",2,25,1985,3973,30,533,302,0,0,0
"845","EsiaBo00",3,26,1986,7932,54,1002,575,0,0,1
"846","EsiaBo00",4,27,1987,11253,70,1442,815,0,0,1
"847","EsiaBo00",5,28,1988,14825,98,1830,1038,3,2,2
"848","EsiaBo00",6,29,1989,18350,126,2285,1296,3,2,3
"849","EsiaBo00",7,30,1990,21381,150,2687,1520,5,3,3
"850","EsiaBo00",8,31,1991,24264,163,3100,1753,5,3,3
"851","EsiaBo00",9,32,1992,25671,174,3378,1897,5,3,3
"852","EsiaBo00",10,33,1993,29092,190,3851,2185,5,3,4
"853","EsiaBo00",11,34,1994,31874,207,4291,2440,5,3,4
"854","EsiaBo00",12,35,1995,34149,223,4680,2661,5,3,4
"855","EsiaBo00",13,36,1996,36442,234,5019,2851,5,3,4
"856","EsiaBo00",14,37,1997,37920,247,5205,2969,5,3,4
